-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS2M
23.5,113.75,2025,3,12,1.66
23.5,114.375,2025,3,12,1.29
23.5,115.0,2025,3,12,1.67
23.5,115.625,2025,3,12,1.61
21.0,113.125,2025,3,13,2.92
21.0,113.75,2025,3,13,2.91
21.0,114.375,2025,3,13,2.76
21.0,115.0,2025,3,13,3.09
21.0,115.625,2025,3,13,3.36
21.5,113.125,2025,3,13,2.37
21.5,113.75,2025,3,13,2.34
21.5,114.375,2025,3,13,2.52
21.5,115.0,2025,3,13,2.89
21.5,115.625,2025,3,13,3.38
22.0,113.125,2025,3,13,1.72
22.0,113.75,2025,3,13,1.73
22.0,114.375,2025,3,13,1.88
22.0,115.0,2025,3,13,2.46
22.0,115.625,2025,3,13,3.18
22.5,113.125,2025,3,13,1.62
22.5,113.75,2025,3,13,1.64
22.5,114.375,2025,3,13,1.52
22.5,115.0,2025,3,13,1.7
22.5,115.625,2025,3,13,1.81
23.0,113.125,2025,3,13,1.35
23.0,113.75,2025,3,13,1.42
23.0,114.375,2025,3,13,1.27
23.0,115.0,2025,3,13,1.37
23.0,115.625,2025,3,13,1.35
23.5,113.125,2025,3,13,1.21
23.5,113.75,2025,3,13,1.11
23.5,114.375,2025,3,13,1.04
23.5,115.0,2025,3,13,1.27
23.5,115.625,2025,3,13,1.33
21.0,113.125,2025,3,14,2.62
21.0,113.75,2025,3,14,2.92
21.0,114.375,2025,3,14,2.96
21.0,115.0,2025,3,14,3.19
21.0,115.625,2025,3,14,3.51
21.5,113.125,2025,3,14,2.32
21.5,113.75,2025,3,14,2.64
21.5,114.375,2025,3,14,3.0
21.5,115.0,2025,3,14,3.49
21.5,115.625,2025,3,14,4.0
22.0,113.125,2025,3,14,2.42
22.0,113.75,2025,3,14,2.4
22.0,114.375,2025,3,14,2.86
22.0,115.0,2025,3,14,3.95
22.0,115.625,2025,3,14,4.77
22.5,113.125,2025,3,14,2.88
22.5,113.75,2025,3,14,2.61
22.5,114.375,2025,3,14,2.77
22.5,115.0,2025,3,14,3.39
22.5,115.625,2025,3,14,4.22
23.0,113.125,2025,3,14,2.86
23.0,113.75,2025,3,14,2.77
23.0,114.375,2025,3,14,2.45
23.0,115.0,2025,3,14,2.17
23.0,115.625,2025,3,14,2.52
23.5,113.125,2025,3,14,2.64
23.5,113.75,2025,3,14,2.36
23.5,114.375,2025,3,14,1.91
23.5,115.0,2025,3,14,2.08
23.5,115.625,2025,3,14,1.89
21.0,113.125,2025,3,15,3.45
21.0,113.75,2025,3,15,3.74
21.0,114.375,2025,3,15,3.57
21.0,115.0,2025,3,15,3.49
21.0,115.625,2025,3,15,3.69
21.5,113.125,2025,3,15,3.43
21.5,113.75,2025,3,15,3.6
21.5,114.375,2025,3,15,3.62
21.5,115.0,2025,3,15,3.65
21.5,115.625,2025,3,15,3.87
22.0,113.125,2025,3,15,3.23
22.0,113.75,2025,3,15,3.34
22.0,114.375,2025,3,15,2.92
22.0,115.0,2025,3,15,3.32
22.0,115.625,2025,3,15,3.85
22.5,113.125,2025,3,15,3.6
22.5,113.75,2025,3,15,3.54
22.5,114.375,2025,3,15,2.85
22.5,115.0,2025,3,15,2.76
22.5,115.625,2025,3,15,3.01
23.0,113.125,2025,3,15,3.92
23.0,113.75,2025,3,15,3.48
23.0,114.375,2025,3,15,2.78
23.0,115.0,2025,3,15,2.69
23.0,115.625,2025,3,15,2.77
23.5,113.125,2025,3,15,4.4
23.5,113.75,2025,3,15,3.51
23.5,114.375,2025,3,15,2.64
23.5,115.0,2025,3,15,3.21
23.5,115.625,2025,3,15,3.07
21.0,113.125,2025,3,16,9.21
21.0,113.75,2025,3,16,9.23
21.0,114.375,2025,3,16,9.19
21.0,115.0,2025,3,16,9.11
21.0,115.625,2025,3,16,9.29
21.5,113.125,2025,3,16,8.93
21.5,113.75,2025,3,16,9.1
21.5,114.375,2025,3,16,8.98
21.5,115.0,2025,3,16,8.8
21.5,115.625,2025,3,16,8.98
22.0,113.125,2025,3,16,7.6
22.0,113.75,2025,3,16,8.55
22.0,114.375,2025,3,16,8.43
22.0,115.0,2025,3,16,8.37
22.0,115.625,2025,3,16,8.42
22.5,113.125,2025,3,16,6.38
22.5,113.75,2025,3,16,7.63
22.5,114.375,2025,3,16,7.36
22.5,115.0,2025,3,16,7.71
22.5,115.625,2025,3,16,7.19
23.0,113.125,2025,3,16,5.53
23.0,113.75,2025,3,16,6.02
23.0,114.375,2025,3,16,5.88
23.0,115.0,2025,3,16,5.52
23.0,115.625,2025,3,16,5.24
23.5,113.125,2025,3,16,5.3
23.5,113.75,2025,3,16,5.72
23.5,114.375,2025,3,16,4.93
23.5,115.0,2025,3,16,5.59
23.5,115.625,2025,3,16,4.98
21.0,113.125,2025,3,17,7.06
21.0,113.75,2025,3,17,6.93
21.0,114.375,2025,3,17,7.04
21.0,115.0,2025,3,17,7.56
21.0,115.625,2025,3,17,8.24
21.5,113.125,2025,3,17,6.38
21.5,113.75,2025,3,17,6.41
21.5,114.375,2025,3,17,6.55
21.5,115.0,2025,3,17,6.96
21.5,115.625,2025,3,17,7.77
22.0,113.125,2025,3,17,4.79
22.0,113.75,2025,3,17,5.33
22.0,114.375,2025,3,17,5.51
22.0,115.0,2025,3,17,6.11
22.0,115.625,2025,3,17,7.17
22.5,113.125,2025,3,17,3.62
22.5,113.75,2025,3,17,4.27
22.5,114.375,2025,3,17,3.96
22.5,115.0,2025,3,17,4.56
22.5,115.625,2025,3,17,5.63
23.0,113.125,2025,3,17,3.27
23.0,113.75,2025,3,17,3.28
23.0,114.375,2025,3,17,2.87
23.0,115.0,2025,3,17,2.55
23.0,115.625,2025,3,17,2.66
23.5,113.125,2025,3,17,3.11
23.5,113.75,2025,3,17,2.88
23.5,114.375,2025,3,17,2.53
23.5,115.0,2025,3,17,2.81
23.5,115.625,2025,3,17,2.28
21.0,113.125,2025,3,18,6.52
21.0,113.75,2025,3,18,6.64
21.0,114.375,2025,3,18,6.79
21.0,115.0,2025,3,18,7.07
21.0,115.625,2025,3,18,7.7
21.5,113.125,2025,3,18,5.68
21.5,113.75,2025,3,18,5.78
21.5,114.375,2025,3,18,6.11
21.5,115.0,2025,3,18,6.51
21.5,115.625,2025,3,18,7.26
22.0,113.125,2025,3,18,4.48
22.0,113.75,2025,3,18,4.89
22.0,114.375,2025,3,18,5.07
22.0,115.0,2025,3,18,5.62
22.0,115.625,2025,3,18,6.68
22.5,113.125,2025,3,18,3.74
22.5,113.75,2025,3,18,4.61
22.5,114.375,2025,3,18,4.08
22.5,115.0,2025,3,18,4.29
22.5,115.625,2025,3,18,5.38
23.0,113.125,2025,3,18,3.31
23.0,113.75,2025,3,18,3.31
23.0,114.375,2025,3,18,3.24
23.0,115.0,2025,3,18,2.9
23.0,115.625,2025,3,18,2.77
23.5,113.125,2025,3,18,3.19
23.5,113.75,2025,3,18,2.91
23.5,114.375,2025,3,18,2.72
23.5,115.0,2025,3,18,3.05
23.5,115.625,2025,3,18,2.55
21.0,113.125,2025,3,19,5.46
21.0,113.75,2025,3,19,5.67
21.0,114.375,2025,3,19,6.5
21.0,115.0,2025,3,19,7.43
21.0,115.625,2025,3,19,8.18
21.5,113.125,2025,3,19,4.51
21.5,113.75,2025,3,19,4.52
21.5,114.375,2025,3,19,5.01
21.5,115.0,2025,3,19,6.25
21.5,115.625,2025,3,19,7.54
22.0,113.125,2025,3,19,3.22
22.0,113.75,2025,3,19,3.76
22.0,114.375,2025,3,19,3.5
22.0,115.0,2025,3,19,4.62
22.0,115.625,2025,3,19,6.45
22.5,113.125,2025,3,19,2.32
22.5,113.75,2025,3,19,2.58
22.5,114.375,2025,3,19,2.4
22.5,115.0,2025,3,19,3.09
22.5,115.625,2025,3,19,4.49
23.0,113.125,2025,3,19,2.37
23.0,113.75,2025,3,19,2.28
23.0,114.375,2025,3,19,1.83
23.0,115.0,2025,3,19,1.54
23.0,115.625,2025,3,19,1.82
23.5,113.125,2025,3,19,2.41
23.5,113.75,2025,3,19,2.25
23.5,114.375,2025,3,19,1.91
23.5,115.0,2025,3,19,2.06
23.5,115.625,2025,3,19,1.57
21.0,113.125,2025,3,20,4.97
21.0,113.75,2025,3,20,5.69
21.0,114.375,2025,3,20,6.47
21.0,115.0,2025,3,20,7.2
21.0,115.625,2025,3,20,7.82
21.5,113.125,2025,3,20,3.71
21.5,113.75,2025,3,20,4.29
21.5,114.375,2025,3,20,5.22
21.5,115.0,2025,3,20,6.21
21.5,115.625,2025,3,20,7.13
22.0,113.125,2025,3,20,2.55
22.0,113.75,2025,3,20,2.96
22.0,114.375,2025,3,20,3.77
22.0,115.0,2025,3,20,5.03
22.0,115.625,2025,3,20,6.29
22.5,113.125,2025,3,20,2.08
22.5,113.75,2025,3,20,1.96
22.5,114.375,2025,3,20,2.37
22.5,115.0,2025,3,20,3.53
22.5,115.625,2025,3,20,4.84
23.0,113.125,2025,3,20,2.19
23.0,113.75,2025,3,20,2.2
23.0,114.375,2025,3,20,1.75
23.0,115.0,2025,3,20,1.54
23.0,115.625,2025,3,20,1.99
23.5,113.125,2025,3,20,2.14
23.5,113.75,2025,3,20,2.16
23.5,114.375,2025,3,20,1.78
23.5,115.0,2025,3,20,1.92
23.5,115.625,2025,3,20,1.38
21.0,113.125,2025,3,21,4.56
21.0,113.75,2025,3,21,5.2
21.0,114.375,2025,3,21,5.68
21.0,115.0,2025,3,21,6.17
21.0,115.625,2025,3,21,6.6
21.5,113.125,2025,3,21,3.35
21.5,113.75,2025,3,21,3.98
21.5,114.375,2025,3,21,4.69
21.5,115.0,2025,3,21,5.4
21.5,115.625,2025,3,21,6.08
22.0,113.125,2025,3,21,2.23
22.0,113.75,2025,3,21,2.73
22.0,114.375,2025,3,21,3.44
22.0,115.0,2025,3,21,4.42
22.0,115.625,2025,3,21,5.35
22.5,113.125,2025,3,21,1.76
22.5,113.75,2025,3,21,2.0
22.5,114.375,2025,3,21,2.34
22.5,115.0,2025,3,21,3.26
22.5,115.625,2025,3,21,3.89
23.0,113.125,2025,3,21,1.67
23.0,113.75,2025,3,21,1.56
23.0,114.375,2025,3,21,1.56
23.0,115.0,2025,3,21,1.53
23.0,115.625,2025,3,21,2.0
23.5,113.125,2025,3,21,1.76
23.5,113.75,2025,3,21,1.72
23.5,114.375,2025,3,21,1.42
23.5,115.0,2025,3,21,1.57
23.5,115.625,2025,3,21,1.26
21.0,113.125,2025,3,22,4.16
21.0,113.75,2025,3,22,4.51
21.0,114.375,2025,3,22,4.74
21.0,115.0,2025,3,22,4.89
21.0,115.625,2025,3,22,5.08
21.5,113.125,2025,3,22,2.99
21.5,113.75,2025,3,22,3.27
21.5,114.375,2025,3,22,3.71
21.5,115.0,2025,3,22,4.05
21.5,115.625,2025,3,22,4.34
22.0,113.125,2025,3,22,1.95
22.0,113.75,2025,3,22,2.15
22.0,114.375,2025,3,22,2.59
22.0,115.0,2025,3,22,3.19
22.0,115.625,2025,3,22,3.68
22.5,113.125,2025,3,22,1.3
22.5,113.75,2025,3,22,1.72
22.5,114.375,2025,3,22,1.78
22.5,115.0,2025,3,22,2.47
22.5,115.625,2025,3,22,2.8
23.0,113.125,2025,3,22,0.8
23.0,113.75,2025,3,22,0.95
23.0,114.375,2025,3,22,0.98
23.0,115.0,2025,3,22,1.02
23.0,115.625,2025,3,22,1.37
23.5,113.125,2025,3,22,0.84
23.5,113.75,2025,3,22,0.87
23.5,114.375,2025,3,22,0.75
23.5,115.0,2025,3,22,1.0
23.5,115.625,2025,3,22,0.9
21.0,113.125,2025,3,23,2.2
21.0,113.75,2025,3,23,2.75
21.0,114.375,2025,3,23,3.17
21.0,115.0,2025,3,23,3.52
21.0,115.625,2025,3,23,3.93
21.5,113.125,2025,3,23,1.75
21.5,113.75,2025,3,23,1.84
21.5,114.375,2025,3,23,2.18
21.5,115.0,2025,3,23,2.58
21.5,115.625,2025,3,23,3.1
22.0,113.125,2025,3,23,1.84
22.0,113.75,2025,3,23,1.67
22.0,114.375,2025,3,23,1.67
22.0,115.0,2025,3,23,1.93
22.0,115.625,2025,3,23,2.5
22.5,113.125,2025,3,23,1.63
22.5,113.75,2025,3,23,1.86
22.5,114.375,2025,3,23,1.46
22.5,115.0,2025,3,23,1.82
22.5,115.625,2025,3,23,2.06
23.0,113.125,2025,3,23,1.29
23.0,113.75,2025,3,23,1.42
23.0,114.375,2025,3,23,1.17
23.0,115.0,2025,3,23,1.18
23.0,115.625,2025,3,23,1.41
23.5,113.125,2025,3,23,1.11
23.5,113.75,2025,3,23,1.15
23.5,114.375,2025,3,23,0.93
23.5,115.0,2025,3,23,1.07
23.5,115.625,2025,3,23,1.05
21.0,113.125,2025,3,24,2.0
21.0,113.75,2025,3,24,1.74
21.0,114.375,2025,3,24,1.7
21.0,115.0,2025,3,24,1.73
21.0,115.625,2025,3,24,1.8
21.5,113.125,2025,3,24,2.55
21.5,113.75,2025,3,24,2.44
21.5,114.375,2025,3,24,2.24
21.5,115.0,2025,3,24,2.12
21.5,115.625,2025,3,24,2.05
22.0,113.125,2025,3,24,2.26
22.0,113.75,2025,3,24,2.47
22.0,114.375,2025,3,24,2.59
22.0,115.0,2025,3,24,2.83
22.0,115.625,2025,3,24,2.85
22.5,113.125,2025,3,24,1.98
22.5,113.75,2025,3,24,2.26
22.5,114.375,2025,3,24,2.13
22.5,115.0,2025,3,24,2.57
22.5,115.625,2025,3,24,2.92
23.0,113.125,2025,3,24,1.69
23.0,113.75,2025,3,24,1.58
23.0,114.375,2025,3,24,1.48
23.0,115.0,2025,3,24,1.53
23.0,115.625,2025,3,24,1.8
23.5,113.125,2025,3,24,1.35
23.5,113.75,2025,3,24,1.32
23.5,114.375,2025,3,24,1.2
23.5,115.0,2025,3,24,1.43
23.5,115.625,2025,3,24,1.4
21.0,113.125,2025,3,25,2.8
21.0,113.75,2025,3,25,2.53
21.0,114.375,2025,3,25,2.29
21.0,115.0,2025,3,25,2.0
21.0,115.625,2025,3,25,1.78
21.5,113.125,2025,3,25,2.88
21.5,113.75,2025,3,25,2.71
21.5,114.375,2025,3,25,2.34
21.5,115.0,2025,3,25,2.37
21.5,115.625,2025,3,25,2.34
22.0,113.125,2025,3,25,2.96
22.0,113.75,2025,3,25,2.74
22.0,114.375,2025,3,25,2.4
22.0,115.0,2025,3,25,2.63
22.0,115.625,2025,3,25,2.82
22.5,113.125,2025,3,25,2.87
22.5,113.75,2025,3,25,2.85
22.5,114.375,2025,3,25,2.3
22.5,115.0,2025,3,25,2.41
22.5,115.625,2025,3,25,2.81
23.0,113.125,2025,3,25,2.4
23.0,113.75,2025,3,25,2.49
23.0,114.375,2025,3,25,1.99
23.0,115.0,2025,3,25,1.86
23.0,115.625,2025,3,25,1.99
23.5,113.125,2025,3,25,2.05
23.5,113.75,2025,3,25,2.0
23.5,114.375,2025,3,25,1.69
23.5,115.0,2025,3,25,1.83
23.5,115.625,2025,3,25,1.81
21.0,113.125,2025,3,26,4.51
21.0,113.75,2025,3,26,4.54
21.0,114.375,2025,3,26,4.61
21.0,115.0,2025,3,26,4.46
21.0,115.625,2025,3,26,4.3
21.5,113.125,2025,3,26,3.75
21.5,113.75,2025,3,26,3.84
21.5,114.375,2025,3,26,3.82
21.5,115.0,2025,3,26,4.08
21.5,115.625,2025,3,26,4.25
22.0,113.125,2025,3,26,3.74
22.0,113.75,2025,3,26,3.39
22.0,114.375,2025,3,26,3.09
22.0,115.0,2025,3,26,3.45
22.0,115.625,2025,3,26,3.93
22.5,113.125,2025,3,26,3.89
22.5,113.75,2025,3,26,3.64
22.5,114.375,2025,3,26,2.97
22.5,115.0,2025,3,26,2.89
22.5,115.625,2025,3,26,3.2
23.0,113.125,2025,3,26,3.63
23.0,113.75,2025,3,26,3.44
23.0,114.375,2025,3,26,2.72
23.0,115.0,2025,3,26,2.4
23.0,115.625,2025,3,26,2.27
23.5,113.125,2025,3,26,3.41
23.5,113.75,2025,3,26,2.99
23.5,114.375,2025,3,26,2.32
23.5,115.0,2025,3,26,2.59
23.5,115.625,2025,3,26,2.42
21.0,113.125,2025,3,27,5.05
21.0,113.75,2025,3,27,4.89
21.0,114.375,2025,3,27,4.77
21.0,115.0,2025,3,27,4.6
21.0,115.625,2025,3,27,4.39
21.5,113.125,2025,3,27,4.62
21.5,113.75,2025,3,27,4.5
21.5,114.375,2025,3,27,4.22
21.5,115.0,2025,3,27,4.25
21.5,115.625,2025,3,27,4.35
22.0,113.125,2025,3,27,4.55
22.0,113.75,2025,3,27,4.08
22.0,114.375,2025,3,27,3.74
22.0,115.0,2025,3,27,3.78
22.0,115.625,2025,3,27,4.09
22.5,113.125,2025,3,27,4.48
22.5,113.75,2025,3,27,4.0
22.5,114.375,2025,3,27,3.66
22.5,115.0,2025,3,27,3.5
22.5,115.625,2025,3,27,3.74
23.0,113.125,2025,3,27,3.99
23.0,113.75,2025,3,27,3.83
23.0,114.375,2025,3,27,3.23
23.0,115.0,2025,3,27,2.86
23.0,115.625,2025,3,27,2.88
23.5,113.125,2025,3,27,3.59
23.5,113.75,2025,3,27,3.31
23.5,114.375,2025,3,27,2.57
23.5,115.0,2025,3,27,2.9
23.5,115.625,2025,3,27,2.75
21.0,113.125,2025,3,28,3.02
21.0,113.75,2025,3,28,2.89
21.0,114.375,2025,3,28,2.94
21.0,115.0,2025,3,28,2.97
21.0,115.625,2025,3,28,3.05
21.5,113.125,2025,3,28,2.61
21.5,113.75,2025,3,28,2.25
21.5,114.375,2025,3,28,2.37
21.5,115.0,2025,3,28,2.75
21.5,115.625,2025,3,28,3.11
22.0,113.125,2025,3,28,2.56
22.0,113.75,2025,3,28,2.2
22.0,114.375,2025,3,28,2.08
22.0,115.0,2025,3,28,2.43
22.0,115.625,2025,3,28,3.13
22.5,113.125,2025,3,28,2.36
22.5,113.75,2025,3,28,2.07
22.5,114.375,2025,3,28,1.91
22.5,115.0,2025,3,28,2.28
22.5,115.625,2025,3,28,3.17
23.0,113.125,2025,3,28,3.44
23.0,113.75,2025,3,28,3.07
23.0,114.375,2025,3,28,2.59
23.0,115.0,2025,3,28,2.17
23.0,115.625,2025,3,28,2.06
23.5,113.125,2025,3,28,4.07
23.5,113.75,2025,3,28,3.55
23.5,114.375,2025,3,28,3.13
23.5,115.0,2025,3,28,3.44
23.5,115.625,2025,3,28,2.48
21.0,113.125,2025,3,29,8.12
21.0,113.75,2025,3,29,7.73
21.0,114.375,2025,3,29,8.15
21.0,115.0,2025,3,29,8.65
21.0,115.625,2025,3,29,9.18
21.5,113.125,2025,3,29,8.48
21.5,113.75,2025,3,29,8.06
21.5,114.375,2025,3,29,8.17
21.5,115.0,2025,3,29,8.62
21.5,115.625,2025,3,29,9.27
22.0,113.125,2025,3,29,7.39
22.0,113.75,2025,3,29,7.81
22.0,114.375,2025,3,29,7.66
22.0,115.0,2025,3,29,8.08
22.0,115.625,2025,3,29,9.22
22.5,113.125,2025,3,29,6.16
22.5,113.75,2025,3,29,6.9
22.5,114.375,2025,3,29,6.44
22.5,115.0,2025,3,29,6.93
22.5,115.625,2025,3,29,7.97
23.0,113.125,2025,3,29,5.56
23.0,113.75,2025,3,29,5.53
23.0,114.375,2025,3,29,5.13
23.0,115.0,2025,3,29,4.71
23.0,115.625,2025,3,29,4.74
23.5,113.125,2025,3,29,5.54
23.5,113.75,2025,3,29,5.31
23.5,114.375,2025,3,29,4.44
23.5,115.0,2025,3,29,4.95
23.5,115.625,2025,3,29,4.0
21.0,113.125,2025,3,30,8.42
21.0,113.75,2025,3,30,8.33
21.0,114.375,2025,3,30,8.47
21.0,115.0,2025,3,30,8.76
21.0,115.625,2025,3,30,9.18
21.5,113.125,2025,3,30,7.88
21.5,113.75,2025,3,30,7.87
21.5,114.375,2025,3,30,7.96
21.5,115.0,2025,3,30,8.36
21.5,115.625,2025,3,30,8.96
22.0,113.125,2025,3,30,6.57
22.0,113.75,2025,3,30,7.09
22.0,114.375,2025,3,30,7.15
22.0,115.0,2025,3,30,7.64
22.0,115.625,2025,3,30,8.66
22.5,113.125,2025,3,30,5.45
22.5,113.75,2025,3,30,6.14
22.5,114.375,2025,3,30,5.89
22.5,115.0,2025,3,30,6.55
22.5,115.625,2025,3,30,7.33
23.0,113.125,2025,3,30,4.78
23.0,113.75,2025,3,30,4.94
23.0,114.375,2025,3,30,4.6
23.0,115.0,2025,3,30,4.27
23.0,115.625,2025,3,30,4.41
23.5,113.125,2025,3,30,4.53
23.5,113.75,2025,3,30,4.52
23.5,114.375,2025,3,30,3.77
23.5,115.0,2025,3,30,4.03
23.5,115.625,2025,3,30,3.33
21.0,113.125,2025,3,31,7.45
21.0,113.75,2025,3,31,7.33
21.0,114.375,2025,3,31,7.18
21.0,115.0,2025,3,31,7.26
21.0,115.625,2025,3,31,7.65
21.5,113.125,2025,3,31,7.03
21.5,113.75,2025,3,31,7.06
21.5,114.375,2025,3,31,6.82
21.5,115.0,2025,3,31,6.88
21.5,115.625,2025,3,31,7.22
22.0,113.125,2025,3,31,5.81
22.0,113.75,2025,3,31,6.49
22.0,114.375,2025,3,31,6.27
22.0,115.0,2025,3,31,6.35
22.0,115.625,2025,3,31,6.73
22.5,113.125,2025,3,31,4.61
22.5,113.75,2025,3,31,5.55
22.5,114.375,2025,3,31,5.19
22.5,115.0,2025,3,31,5.54
22.5,115.625,2025,3,31,5.54
23.0,113.125,2025,3,31,3.89
23.0,113.75,2025,3,31,4.19
23.0,114.375,2025,3,31,3.97
23.0,115.0,2025,3,31,3.73
23.0,115.625,2025,3,31,3.59
23.5,113.125,2025,3,31,3.66
23.5,113.75,2025,3,31,3.6
23.5,114.375,2025,3,31,3.15
23.5,115.0,2025,3,31,3.54
23.5,115.625,2025,3,31,3.07
21.0,113.125,2025,4,1,6.36
21.0,113.75,2025,4,1,6.33
21.0,114.375,2025,4,1,6.33
21.0,115.0,2025,4,1,6.32
21.0,115.625,2025,4,1,6.62
21.5,113.125,2025,4,1,5.79
21.5,113.75,2025,4,1,5.71
21.5,114.375,2025,4,1,5.64
21.5,115.0,2025,4,1,5.7
21.5,115.625,2025,4,1,6.13
22.0,113.125,2025,4,1,4.65
22.0,113.75,2025,4,1,5.08
22.0,114.375,2025,4,1,4.87
22.0,115.0,2025,4,1,4.83
22.0,115.625,2025,4,1,5.45
22.5,113.125,2025,4,1,3.61
22.5,113.75,2025,4,1,4.52
22.5,114.375,2025,4,1,4.11
22.5,115.0,2025,4,1,4.22
22.5,115.625,2025,4,1,4.32
23.0,113.125,2025,4,1,3.02
23.0,113.75,2025,4,1,3.16
23.0,114.375,2025,4,1,3.2
23.0,115.0,2025,4,1,3.1
23.0,115.625,2025,4,1,2.98
23.5,113.125,2025,4,1,2.84
23.5,113.75,2025,4,1,2.87
23.5,114.375,2025,4,1,2.61
23.5,115.0,2025,4,1,3.14
23.5,115.625,2025,4,1,2.77
21.0,113.125,2025,4,2,4.92
21.0,113.75,2025,4,2,4.84
21.0,114.375,2025,4,2,5.14
21.0,115.0,2025,4,2,5.7
21.0,115.625,2025,4,2,6.43
21.5,113.125,2025,4,2,4.53
21.5,113.75,2025,4,2,4.34
21.5,114.375,2025,4,2,4.49
21.5,115.0,2025,4,2,5.07
21.5,115.625,2025,4,2,6.05
22.0,113.125,2025,4,2,3.49
22.0,113.75,2025,4,2,3.94
22.0,114.375,2025,4,2,3.67
22.0,115.0,2025,4,2,4.09
22.0,115.625,2025,4,2,5.38
22.5,113.125,2025,4,2,2.27
22.5,113.75,2025,4,2,2.97
22.5,114.375,2025,4,2,2.59
22.5,115.0,2025,4,2,3.21
22.5,115.625,2025,4,2,4.16
23.0,113.125,2025,4,2,1.94
23.0,113.75,2025,4,2,1.79
23.0,114.375,2025,4,2,1.66
23.0,115.0,2025,4,2,1.39
23.0,115.625,2025,4,2,1.86
23.5,113.125,2025,4,2,2.06
23.5,113.75,2025,4,2,2.01
23.5,114.375,2025,4,2,1.67
23.5,115.0,2025,4,2,1.72
23.5,115.625,2025,4,2,1.36
21.0,113.125,2025,4,3,4.38
21.0,113.75,2025,4,3,4.79
21.0,114.375,2025,4,3,5.38
21.0,115.0,2025,4,3,6.06
21.0,115.625,2025,4,3,6.59
21.5,113.125,2025,4,3,3.25
21.5,113.75,2025,4,3,3.63
21.5,114.375,2025,4,3,4.34
21.5,115.0,2025,4,3,5.32
21.5,115.625,2025,4,3,6.3
22.0,113.125,2025,4,3,2.15
22.0,113.75,2025,4,3,2.67
22.0,114.375,2025,4,3,3.05
22.0,115.0,2025,4,3,4.11
22.0,115.625,2025,4,3,5.61
22.5,113.125,2025,4,3,1.41
22.5,113.75,2025,4,3,1.84
22.5,114.375,2025,4,3,2.05
22.5,115.0,2025,4,3,3.0
22.5,115.625,2025,4,3,4.19
23.0,113.125,2025,4,3,1.21
23.0,113.75,2025,4,3,1.14
23.0,114.375,2025,4,3,1.31
23.0,115.0,2025,4,3,1.35
23.0,115.625,2025,4,3,2.07
23.5,113.125,2025,4,3,1.38
23.5,113.75,2025,4,3,1.35
23.5,114.375,2025,4,3,1.14
23.5,115.0,2025,4,3,1.31
23.5,115.625,2025,4,3,1.28
21.0,113.125,2025,4,4,4.81
21.0,113.75,2025,4,4,5.11
21.0,114.375,2025,4,4,5.28
21.0,115.0,2025,4,4,5.35
21.0,115.625,2025,4,4,5.46
21.5,113.125,2025,4,4,4.11
21.5,113.75,2025,4,4,4.68
21.5,114.375,2025,4,4,5.24
21.5,115.0,2025,4,4,5.57
21.5,115.625,2025,4,4,5.74
22.0,113.125,2025,4,4,3.0
22.0,113.75,2025,4,4,3.66
22.0,114.375,2025,4,4,4.55
22.0,115.0,2025,4,4,5.48
22.0,115.625,2025,4,4,5.95
22.5,113.125,2025,4,4,2.46
22.5,113.75,2025,4,4,2.81
22.5,114.375,2025,4,4,3.33
22.5,115.0,2025,4,4,4.4
22.5,115.625,2025,4,4,5.17
23.0,113.125,2025,4,4,2.31
23.0,113.75,2025,4,4,2.48
23.0,114.375,2025,4,4,2.4
23.0,115.0,2025,4,4,2.43
23.0,115.625,2025,4,4,2.81
23.5,113.125,2025,4,4,2.04
23.5,113.75,2025,4,4,2.01
23.5,114.375,2025,4,4,1.69
23.5,115.0,2025,4,4,1.93
23.5,115.625,2025,4,4,1.86
21.0,113.125,2025,4,5,4.76
21.0,113.75,2025,4,5,5.0
21.0,114.375,2025,4,5,5.2
21.0,115.0,2025,4,5,5.23
21.0,115.625,2025,4,5,5.18
21.5,113.125,2025,4,5,4.27
21.5,113.75,2025,4,5,4.67
21.5,114.375,2025,4,5,5.13
21.5,115.0,2025,4,5,5.46
21.5,115.625,2025,4,5,5.64
22.0,113.125,2025,4,5,3.22
22.0,113.75,2025,4,5,3.66
22.0,114.375,2025,4,5,4.44
22.0,115.0,2025,4,5,5.24
22.0,115.625,2025,4,5,5.93
22.5,113.125,2025,4,5,2.68
22.5,113.75,2025,4,5,2.57
22.5,114.375,2025,4,5,3.13
22.5,115.0,2025,4,5,3.87
22.5,115.625,2025,4,5,5.06
23.0,113.125,2025,4,5,2.46
23.0,113.75,2025,4,5,2.62
23.0,114.375,2025,4,5,2.41
23.0,115.0,2025,4,5,2.1
23.0,115.625,2025,4,5,2.68
23.5,113.125,2025,4,5,2.2
23.5,113.75,2025,4,5,2.21
23.5,114.375,2025,4,5,1.9
23.5,115.0,2025,4,5,2.15
23.5,115.625,2025,4,5,1.97
21.0,113.125,2025,4,6,4.48
