-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
21.0,113.125,2025,4,13,1.66
21.0,113.75,2025,4,13,1.49
21.0,114.375,2025,4,13,1.39
21.0,115.0,2025,4,13,2.41
21.0,115.625,2025,4,13,4.47
21.5,113.125,2025,4,13,0.77
21.5,113.75,2025,4,13,0.77
21.5,114.375,2025,4,13,0.59
21.5,115.0,2025,4,13,0.43
21.5,115.625,2025,4,13,0.44
22.0,113.125,2025,4,13,0.16
22.0,113.75,2025,4,13,0.09
22.0,114.375,2025,4,13,0.13
22.0,115.0,2025,4,13,0.12
22.0,115.625,2025,4,13,0.06
22.5,113.125,2025,4,13,0.02
22.5,113.75,2025,4,13,0.01
22.5,114.375,2025,4,13,0.04
22.5,115.0,2025,4,13,0.01
22.5,115.625,2025,4,13,0.01
23.0,113.125,2025,4,13,0.0
23.0,113.75,2025,4,13,0.01
23.0,114.375,2025,4,13,0.0
23.0,115.0,2025,4,13,0.0
23.0,115.625,2025,4,13,0.01
23.5,113.125,2025,4,13,0.0
23.5,113.75,2025,4,13,0.0
23.5,114.375,2025,4,13,0.0
23.5,115.0,2025,4,13,0.0
23.5,115.625,2025,4,13,0.01
21.0,113.125,2025,4,14,0.0
21.0,113.75,2025,4,14,0.0
21.0,114.375,2025,4,14,0.0
21.0,115.0,2025,4,14,0.0
21.0,115.625,2025,4,14,0.0
21.5,113.125,2025,4,14,0.0
21.5,113.75,2025,4,14,0.0
21.5,114.375,2025,4,14,0.0
21.5,115.0,2025,4,14,0.0
21.5,115.625,2025,4,14,0.0
22.0,113.125,2025,4,14,0.01
22.0,113.75,2025,4,14,0.01
22.0,114.375,2025,4,14,0.0
22.0,115.0,2025,4,14,0.0
22.0,115.625,2025,4,14,0.0
22.5,113.125,2025,4,14,0.14
22.5,113.75,2025,4,14,0.1
22.5,114.375,2025,4,14,0.35
22.5,115.0,2025,4,14,0.2
22.5,115.625,2025,4,14,0.07
23.0,113.125,2025,4,14,0.2
23.0,113.75,2025,4,14,0.13
23.0,114.375,2025,4,14,1.2
23.0,115.0,2025,4,14,1.08
23.0,115.625,2025,4,14,0.83
23.5,113.125,2025,4,14,0.19
23.5,113.75,2025,4,14,0.28
23.5,114.375,2025,4,14,0.79
23.5,115.0,2025,4,14,0.28
23.5,115.625,2025,4,14,0.22
21.0,113.125,2025,4,15,0.0
21.0,113.75,2025,4,15,0.0
21.0,114.375,2025,4,15,0.0
21.0,115.0,2025,4,15,0.0
21.0,115.625,2025,4,15,0.0
21.5,113.125,2025,4,15,0.0
21.5,113.75,2025,4,15,0.0
21.5,114.375,2025,4,15,0.0
21.5,115.0,2025,4,15,0.0
21.5,115.625,2025,4,15,0.0
22.0,113.125,2025,4,15,0.0
22.0,113.75,2025,4,15,0.0
22.0,114.375,2025,4,15,0.0
22.0,115.0,2025,4,15,0.0
22.0,115.625,2025,4,15,0.0
22.5,113.125,2025,4,15,0.0
22.5,113.75,2025,4,15,0.0
22.5,114.375,2025,4,15,0.0
22.5,115.0,2025,4,15,0.0
22.5,115.625,2025,4,15,0.0
23.0,113.125,2025,4,15,0.0
23.0,113.75,2025,4,15,0.0
23.0,114.375,2025,4,15,0.0
23.0,115.0,2025,4,15,0.0
23.0,115.625,2025,4,15,0.0
23.5,113.125,2025,4,15,0.0
23.5,113.75,2025,4,15,0.0
23.5,114.375,2025,4,15,0.0
23.5,115.0,2025,4,15,0.0
23.5,115.625,2025,4,15,0.0
21.0,113.125,2025,4,16,0.02
21.0,113.75,2025,4,16,0.01
21.0,114.375,2025,4,16,0.0
21.0,115.0,2025,4,16,0.0
21.0,115.625,2025,4,16,0.01
21.5,113.125,2025,4,16,0.05
21.5,113.75,2025,4,16,0.03
21.5,114.375,2025,4,16,0.03
21.5,115.0,2025,4,16,0.02
21.5,115.625,2025,4,16,0.02
22.0,113.125,2025,4,16,0.06
22.0,113.75,2025,4,16,0.11
22.0,114.375,2025,4,16,0.07
22.0,115.0,2025,4,16,0.11
22.0,115.625,2025,4,16,0.02
22.5,113.125,2025,4,16,0.01
22.5,113.75,2025,4,16,0.0
22.5,114.375,2025,4,16,0.03
22.5,115.0,2025,4,16,0.12
22.5,115.625,2025,4,16,0.1
23.0,113.125,2025,4,16,0.0
23.0,113.75,2025,4,16,0.0
23.0,114.375,2025,4,16,0.01
23.0,115.0,2025,4,16,0.02
23.0,115.625,2025,4,16,0.08
23.5,113.125,2025,4,16,0.0
23.5,113.75,2025,4,16,0.0
23.5,114.375,2025,4,16,0.0
23.5,115.0,2025,4,16,0.0
23.5,115.625,2025,4,16,0.0
21.0,113.125,2025,4,17,0.07
21.0,113.75,2025,4,17,0.09
21.0,114.375,2025,4,17,0.12
21.0,115.0,2025,4,17,0.28
21.0,115.625,2025,4,17,0.35
21.5,113.125,2025,4,17,0.15
21.5,113.75,2025,4,17,0.13
21.5,114.375,2025,4,17,0.11
21.5,115.0,2025,4,17,0.22
21.5,115.625,2025,4,17,0.34
22.0,113.125,2025,4,17,0.19
22.0,113.75,2025,4,17,0.25
22.0,114.375,2025,4,17,0.18
22.0,115.0,2025,4,17,0.21
22.0,115.625,2025,4,17,0.13
22.5,113.125,2025,4,17,0.06
22.5,113.75,2025,4,17,0.01
22.5,114.375,2025,4,17,0.13
22.5,115.0,2025,4,17,0.27
22.5,115.625,2025,4,17,0.35
23.0,113.125,2025,4,17,0.0
23.0,113.75,2025,4,17,0.01
23.0,114.375,2025,4,17,0.05
23.0,115.0,2025,4,17,0.04
23.0,115.625,2025,4,17,0.08
23.5,113.125,2025,4,17,0.0
23.5,113.75,2025,4,17,0.0
23.5,114.375,2025,4,17,0.0
23.5,115.0,2025,4,17,0.0
23.5,115.625,2025,4,17,0.0
21.0,113.125,2025,4,18,1.08
21.0,113.75,2025,4,18,0.85
21.0,114.375,2025,4,18,0.41
21.0,115.0,2025,4,18,0.8
21.0,115.625,2025,4,18,1.07
21.5,113.125,2025,4,18,1.7
21.5,113.75,2025,4,18,1.32
21.5,114.375,2025,4,18,0.85
21.5,115.0,2025,4,18,1.49
21.5,115.625,2025,4,18,1.32
22.0,113.125,2025,4,18,2.25
22.0,113.75,2025,4,18,2.18
22.0,114.375,2025,4,18,2.02
22.0,115.0,2025,4,18,3.32
22.0,115.625,2025,4,18,3.68
22.5,113.125,2025,4,18,1.57
22.5,113.75,2025,4,18,1.59
22.5,114.375,2025,4,18,2.43
22.5,115.0,2025,4,18,4.52
22.5,115.625,2025,4,18,5.89
23.0,113.125,2025,4,18,0.9
23.0,113.75,2025,4,18,0.98
23.0,114.375,2025,4,18,1.25
23.0,115.0,2025,4,18,0.72
23.0,115.625,2025,4,18,1.08
23.5,113.125,2025,4,18,0.65
23.5,113.75,2025,4,18,0.69
23.5,114.375,2025,4,18,0.37
23.5,115.0,2025,4,18,0.09
23.5,115.625,2025,4,18,0.12
21.0,113.125,2025,4,19,0.29
21.0,113.75,2025,4,19,0.2
21.0,114.375,2025,4,19,0.04
21.0,115.0,2025,4,19,0.14
21.0,115.625,2025,4,19,0.18
21.5,113.125,2025,4,19,0.49
21.5,113.75,2025,4,19,0.34
21.5,114.375,2025,4,19,0.15
21.5,115.0,2025,4,19,0.44
21.5,115.625,2025,4,19,0.45
22.0,113.125,2025,4,19,0.65
22.0,113.75,2025,4,19,0.42
22.0,114.375,2025,4,19,0.39
22.0,115.0,2025,4,19,1.0
22.0,115.625,2025,4,19,1.36
22.5,113.125,2025,4,19,0.53
22.5,113.75,2025,4,19,0.37
22.5,114.375,2025,4,19,0.55
22.5,115.0,2025,4,19,1.06
22.5,115.625,2025,4,19,1.21
23.0,113.125,2025,4,19,1.09
23.0,113.75,2025,4,19,1.07
23.0,114.375,2025,4,19,1.08
23.0,115.0,2025,4,19,0.38
23.0,115.625,2025,4,19,0.61
23.5,113.125,2025,4,19,3.47
23.5,113.75,2025,4,19,3.89
23.5,114.375,2025,4,19,3.55
23.5,115.0,2025,4,19,1.14
23.5,115.625,2025,4,19,1.51
21.0,113.125,2025,4,20,0.08
21.0,113.75,2025,4,20,0.07
21.0,114.375,2025,4,20,0.04
21.0,115.0,2025,4,20,0.18
21.0,115.625,2025,4,20,0.22
21.5,113.125,2025,4,20,0.21
21.5,113.75,2025,4,20,0.17
21.5,114.375,2025,4,20,0.05
21.5,115.0,2025,4,20,0.1
21.5,115.625,2025,4,20,0.1
22.0,113.125,2025,4,20,0.29
22.0,113.75,2025,4,20,0.35
22.0,114.375,2025,4,20,0.27
22.0,115.0,2025,4,20,0.42
22.0,115.625,2025,4,20,0.46
22.5,113.125,2025,4,20,0.14
22.5,113.75,2025,4,20,0.06
22.5,114.375,2025,4,20,0.47
22.5,115.0,2025,4,20,0.91
22.5,115.625,2025,4,20,1.23
23.0,113.125,2025,4,20,0.42
23.0,113.75,2025,4,20,0.39
23.0,114.375,2025,4,20,0.76
23.0,115.0,2025,4,20,0.46
23.0,115.625,2025,4,20,0.57
23.5,113.125,2025,4,20,2.64
23.5,113.75,2025,4,20,3.96
23.5,114.375,2025,4,20,3.37
23.5,115.0,2025,4,20,1.73
23.5,115.625,2025,4,20,2.2
21.0,113.125,2025,4,21,0.56
21.0,113.75,2025,4,21,0.55
21.0,114.375,2025,4,21,0.42
21.0,115.0,2025,4,21,0.35
21.0,115.625,2025,4,21,0.34
21.5,113.125,2025,4,21,1.06
21.5,113.75,2025,4,21,1.21
21.5,114.375,2025,4,21,0.65
21.5,115.0,2025,4,21,0.51
21.5,115.625,2025,4,21,0.6
22.0,113.125,2025,4,21,0.96
22.0,113.75,2025,4,21,1.77
22.0,114.375,2025,4,21,1.08
22.0,115.0,2025,4,21,0.77
22.0,115.625,2025,4,21,0.65
22.5,113.125,2025,4,21,0.23
22.5,113.75,2025,4,21,0.04
22.5,114.375,2025,4,21,0.55
22.5,115.0,2025,4,21,1.0
22.5,115.625,2025,4,21,1.27
23.0,113.125,2025,4,21,0.04
23.0,113.75,2025,4,21,0.05
23.0,114.375,2025,4,21,0.22
23.0,115.0,2025,4,21,0.15
23.0,115.625,2025,4,21,0.22
23.5,113.125,2025,4,21,0.29
23.5,113.75,2025,4,21,0.44
23.5,114.375,2025,4,21,0.17
23.5,115.0,2025,4,21,0.09
23.5,115.625,2025,4,21,0.08
21.0,113.125,2025,4,22,1.01
21.0,113.75,2025,4,22,0.97
21.0,114.375,2025,4,22,0.61
21.0,115.0,2025,4,22,0.32
21.0,115.625,2025,4,22,0.26
21.5,113.125,2025,4,22,1.54
21.5,113.75,2025,4,22,1.45
21.5,114.375,2025,4,22,0.99
21.5,115.0,2025,4,22,0.64
21.5,115.625,2025,4,22,0.48
22.0,113.125,2025,4,22,1.45
22.0,113.75,2025,4,22,2.05
22.0,114.375,2025,4,22,1.54
22.0,115.0,2025,4,22,1.14
22.0,115.625,2025,4,22,0.83
22.5,113.125,2025,4,22,0.4
22.5,113.75,2025,4,22,0.06
22.5,114.375,2025,4,22,0.77
22.5,115.0,2025,4,22,1.13
22.5,115.625,2025,4,22,1.24
23.0,113.125,2025,4,22,0.49
23.0,113.75,2025,4,22,0.48
23.0,114.375,2025,4,22,0.62
23.0,115.0,2025,4,22,0.32
23.0,115.625,2025,4,22,0.42
23.5,113.125,2025,4,22,2.55
23.5,113.75,2025,4,22,2.94
23.5,114.375,2025,4,22,1.71
23.5,115.0,2025,4,22,1.51
23.5,115.625,2025,4,22,1.13
21.0,113.125,2025,4,23,2.29
21.0,113.75,2025,4,23,2.21
21.0,114.375,2025,4,23,1.15
21.0,115.0,2025,4,23,0.63
21.0,115.625,2025,4,23,0.54
21.5,113.125,2025,4,23,4.12
21.5,113.75,2025,4,23,3.97
21.5,114.375,2025,4,23,2.04
21.5,115.0,2025,4,23,1.08
21.5,115.625,2025,4,23,0.79
22.0,113.125,2025,4,23,5.46
22.0,113.75,2025,4,23,5.26
22.0,114.375,2025,4,23,3.96
22.0,115.0,2025,4,23,2.15
22.0,115.625,2025,4,23,1.44
22.5,113.125,2025,4,23,4.35
22.5,113.75,2025,4,23,2.38
22.5,114.375,2025,4,23,4.53
22.5,115.0,2025,4,23,3.48
22.5,115.625,2025,4,23,3.35
23.0,113.125,2025,4,23,6.7
23.0,113.75,2025,4,23,6.47
23.0,114.375,2025,4,23,7.0
23.0,115.0,2025,4,23,5.17
23.0,115.625,2025,4,23,5.13
23.5,113.125,2025,4,23,14.82
23.5,113.75,2025,4,23,14.53
23.5,114.375,2025,4,23,13.55
23.5,115.0,2025,4,23,8.66
23.5,115.625,2025,4,23,8.79
21.0,113.125,2025,4,24,3.28
21.0,113.75,2025,4,24,3.65
21.0,114.375,2025,4,24,0.6
21.0,115.0,2025,4,24,0.4
21.0,115.625,2025,4,24,0.42
21.5,113.125,2025,4,24,19.38
21.5,113.75,2025,4,24,20.79
21.5,114.375,2025,4,24,2.57
21.5,115.0,2025,4,24,0.97
21.5,115.625,2025,4,24,0.76
22.0,113.125,2025,4,24,53.63
22.0,113.75,2025,4,24,35.93
22.0,114.375,2025,4,24,16.54
22.0,115.0,2025,4,24,3.2
22.0,115.625,2025,4,24,1.54
22.5,113.125,2025,4,24,41.17
22.5,113.75,2025,4,24,25.94
22.5,114.375,2025,4,24,20.28
22.5,115.0,2025,4,24,9.46
22.5,115.625,2025,4,24,6.71
23.0,113.125,2025,4,24,44.6
23.0,113.75,2025,4,24,45.48
23.0,114.375,2025,4,24,33.14
23.0,115.0,2025,4,24,24.57
23.0,115.625,2025,4,24,23.62
23.5,113.125,2025,4,24,61.39
23.5,113.75,2025,4,24,61.32
23.5,114.375,2025,4,24,47.49
23.5,115.0,2025,4,24,38.03
23.5,115.625,2025,4,24,34.3
21.0,113.125,2025,4,25,21.4
21.0,113.75,2025,4,25,19.73
21.0,114.375,2025,4,25,9.67
21.0,115.0,2025,4,25,4.64
21.0,115.625,2025,4,25,5.33
21.5,113.125,2025,4,25,54.22
21.5,113.75,2025,4,25,44.35
21.5,114.375,2025,4,25,40.67
21.5,115.0,2025,4,25,24.55
21.5,115.625,2025,4,25,19.75
22.0,113.125,2025,4,25,67.74
22.0,113.75,2025,4,25,135.6
22.0,114.375,2025,4,25,123.02
22.0,115.0,2025,4,25,74.33
22.0,115.625,2025,4,25,31.9
22.5,113.125,2025,4,25,35.19
22.5,113.75,2025,4,25,32.16
22.5,114.375,2025,4,25,89.87
22.5,115.0,2025,4,25,100.34
22.5,115.625,2025,4,25,112.49
23.0,113.125,2025,4,25,16.61
23.0,113.75,2025,4,25,15.63
23.0,114.375,2025,4,25,42.1
23.0,115.0,2025,4,25,38.43
23.0,115.625,2025,4,25,30.74
23.5,113.125,2025,4,25,11.67
23.5,113.75,2025,4,25,13.55
23.5,114.375,2025,4,25,12.23
23.5,115.0,2025,4,25,12.81
23.5,115.625,2025,4,25,15.41
21.0,113.125,2025,4,26,11.92
21.0,113.75,2025,4,26,11.75
21.0,114.375,2025,4,26,8.66
21.0,115.0,2025,4,26,6.79
21.0,115.625,2025,4,26,6.34
21.5,113.125,2025,4,26,17.62
21.5,113.75,2025,4,26,14.2
21.5,114.375,2025,4,26,9.13
21.5,115.0,2025,4,26,4.89
21.5,115.625,2025,4,26,3.49
22.0,113.125,2025,4,26,20.08
22.0,113.75,2025,4,26,20.94
22.0,114.375,2025,4,26,11.97
22.0,115.0,2025,4,26,3.97
22.0,115.625,2025,4,26,2.53
22.5,113.125,2025,4,26,10.85
22.5,113.75,2025,4,26,9.65
22.5,114.375,2025,4,26,6.07
22.5,115.0,2025,4,26,3.8
22.5,115.625,2025,4,26,3.73
23.0,113.125,2025,4,26,4.45
23.0,113.75,2025,4,26,3.89
23.0,114.375,2025,4,26,4.39
23.0,115.0,2025,4,26,1.53
23.0,115.625,2025,4,26,1.33
23.5,113.125,2025,4,26,6.99
23.5,113.75,2025,4,26,5.24
23.5,114.375,2025,4,26,4.08
23.5,115.0,2025,4,26,1.45
23.5,115.625,2025,4,26,1.48
21.0,113.125,2025,4,27,5.9
21.0,113.75,2025,4,27,5.73
21.0,114.375,2025,4,27,2.42
21.0,115.0,2025,4,27,1.33
21.0,115.625,2025,4,27,1.14
21.5,113.125,2025,4,27,5.12
21.5,113.75,2025,4,27,3.72
21.5,114.375,2025,4,27,1.61
21.5,115.0,2025,4,27,1.39
21.5,115.625,2025,4,27,1.37
22.0,113.125,2025,4,27,5.05
22.0,113.75,2025,4,27,4.04
22.0,114.375,2025,4,27,2.72
22.0,115.0,2025,4,27,1.93
22.0,115.625,2025,4,27,1.55
22.5,113.125,2025,4,27,4.9
22.5,113.75,2025,4,27,5.13
22.5,114.375,2025,4,27,3.42
22.5,115.0,2025,4,27,2.92
22.5,115.625,2025,4,27,3.0
23.0,113.125,2025,4,27,6.53
23.0,113.75,2025,4,27,6.91
23.0,114.375,2025,4,27,5.61
23.0,115.0,2025,4,27,3.21
23.0,115.625,2025,4,27,3.14
23.5,113.125,2025,4,27,10.99
23.5,113.75,2025,4,27,11.43
23.5,114.375,2025,4,27,9.31
23.5,115.0,2025,4,27,6.09
23.5,115.625,2025,4,27,6.08
21.0,113.125,2025,4,28,20.71
21.0,113.75,2025,4,28,22.63
21.0,114.375,2025,4,28,8.31
21.0,115.0,2025,4,28,2.09
21.0,115.625,2025,4,28,1.13
21.5,113.125,2025,4,28,32.43
21.5,113.75,2025,4,28,31.24
21.5,114.375,2025,4,28,10.64
21.5,115.0,2025,4,28,2.0
21.5,115.625,2025,4,28,0.73
22.0,113.125,2025,4,28,30.39
22.0,113.75,2025,4,28,26.07
22.0,114.375,2025,4,28,12.41
22.0,115.0,2025,4,28,2.14
22.0,115.625,2025,4,28,1.19
22.5,113.125,2025,4,28,11.73
22.5,113.75,2025,4,28,5.85
22.5,114.375,2025,4,28,4.87
22.5,115.0,2025,4,28,2.23
22.5,115.625,2025,4,28,2.13
23.0,113.125,2025,4,28,5.09
23.0,113.75,2025,4,28,4.75
23.0,114.375,2025,4,28,3.39
23.0,115.0,2025,4,28,1.81
23.0,115.625,2025,4,28,1.58
23.5,113.125,2025,4,28,3.47
23.5,113.75,2025,4,28,2.95
23.5,114.375,2025,4,28,2.61
23.5,115.0,2025,4,28,1.6
23.5,115.625,2025,4,28,1.54
21.0,113.125,2025,4,29,1.87
21.0,113.75,2025,4,29,1.29
21.0,114.375,2025,4,29,1.23
21.0,115.0,2025,4,29,2.03
21.0,115.625,2025,4,29,2.09
21.5,113.125,2025,4,29,0.89
21.5,113.75,2025,4,29,0.49
21.5,114.375,2025,4,29,0.4
21.5,115.0,2025,4,29,0.91
21.5,115.625,2025,4,29,1.11
22.0,113.125,2025,4,29,0.73
22.0,113.75,2025,4,29,0.26
22.0,114.375,2025,4,29,0.41
22.0,115.0,2025,4,29,0.21
22.0,115.625,2025,4,29,0.16
22.5,113.125,2025,4,29,0.92
22.5,113.75,2025,4,29,0.63
22.5,114.375,2025,4,29,1.28
22.5,115.0,2025,4,29,0.22
22.5,115.625,2025,4,29,0.1
23.0,113.125,2025,4,29,0.61
23.0,113.75,2025,4,29,0.8
23.0,114.375,2025,4,29,1.49
23.0,115.0,2025,4,29,0.51
23.0,115.625,2025,4,29,0.24
23.5,113.125,2025,4,29,0.33
23.5,113.75,2025,4,29,0.48
23.5,114.375,2025,4,29,0.9
23.5,115.0,2025,4,29,0.3
23.5,115.625,2025,4,29,0.28
21.0,113.125,2025,4,30,0.35
21.0,113.75,2025,4,30,0.25
21.0,114.375,2025,4,30,0.13
21.0,115.0,2025,4,30,0.1
21.0,115.625,2025,4,30,0.08
21.5,113.125,2025,4,30,0.52
21.5,113.75,2025,4,30,0.42
21.5,114.375,2025,4,30,0.09
21.5,115.0,2025,4,30,0.09
21.5,115.625,2025,4,30,0.09
22.0,113.125,2025,4,30,2.2
22.0,113.75,2025,4,30,0.91
22.0,114.375,2025,4,30,0.28
22.0,115.0,2025,4,30,0.03
22.0,115.625,2025,4,30,0.02
22.5,113.125,2025,4,30,5.83
22.5,113.75,2025,4,30,7.99
22.5,114.375,2025,4,30,0.82
22.5,115.0,2025,4,30,0.1
22.5,115.625,2025,4,30,0.07
23.0,113.125,2025,4,30,8.28
23.0,113.75,2025,4,30,9.14
23.0,114.375,2025,4,30,0.52
23.0,115.0,2025,4,30,0.76
23.0,115.625,2025,4,30,0.75
23.5,113.125,2025,4,30,3.91
23.5,113.75,2025,4,30,4.57
23.5,114.375,2025,4,30,0.48
23.5,115.0,2025,4,30,0.1
23.5,115.625,2025,4,30,0.07
21.0,113.125,2025,5,1,0.22
21.0,113.75,2025,5,1,0.27
21.0,114.375,2025,5,1,0.01
21.0,115.0,2025,5,1,0.0
21.0,115.625,2025,5,1,0.0
21.5,113.125,2025,5,1,1.39
21.5,113.75,2025,5,1,1.23
21.5,114.375,2025,5,1,0.09
21.5,115.0,2025,5,1,0.05
21.5,115.625,2025,5,1,0.03
22.0,113.125,2025,5,1,4.59
22.0,113.75,2025,5,1,1.82
22.0,114.375,2025,5,1,1.06
22.0,115.0,2025,5,1,0.61
22.0,115.625,2025,5,1,0.23
22.5,113.125,2025,5,1,9.12
22.5,113.75,2025,5,1,8.88
22.5,114.375,2025,5,1,4.08
22.5,115.0,2025,5,1,1.92
22.5,115.625,2025,5,1,2.34
23.0,113.125,2025,5,1,16.62
23.0,113.75,2025,5,1,17.0
23.0,114.375,2025,5,1,6.72
23.0,115.0,2025,5,1,1.12
23.0,115.625,2025,5,1,0.7
23.5,113.125,2025,5,1,17.43
23.5,113.75,2025,5,1,17.24
23.5,114.375,2025,5,1,6.36
23.5,115.0,2025,5,1,1.31
23.5,115.625,2025,5,1,1.01
21.0,113.125,2025,5,2,0.27
21.0,113.75,2025,5,2,0.36
21.0,114.375,2025,5,2,0.73
21.0,115.0,2025,5,2,1.11
21.0,115.625,2025,5,2,1.12
21.5,113.125,2025,5,2,0.86
21.5,113.75,2025,5,2,1.12
21.5,114.375,2025,5,2,1.39
21.5,115.0,2025,5,2,1.61
21.5,115.625,2025,5,2,1.82
22.0,113.125,2025,5,2,2.19
22.0,113.75,2025,5,2,1.58
22.0,114.375,2025,5,2,1.16
22.0,115.0,2025,5,2,1.12
22.0,115.625,2025,5,2,1.47
22.5,113.125,2025,5,2,1.14
22.5,113.75,2025,5,2,0.54
22.5,114.375,2025,5,2,0.39
22.5,115.0,2025,5,2,0.39
22.5,115.625,2025,5,2,0.33
23.0,113.125,2025,5,2,0.23
23.0,113.75,2025,5,2,0.17
23.0,114.375,2025,5,2,0.09
23.0,115.0,2025,5,2,0.03
23.0,115.625,2025,5,2,0.04
23.5,113.125,2025,5,2,0.02
23.5,113.75,2025,5,2,0.01
23.5,114.375,2025,5,2,0.0
23.5,115.0,2025,5,2,0.0
23.5,115.625,2025,5,2,0.0
21.0,113.125,2025,5,3,1.14
21.0,113.75,2025,5,3,1.0
21.0,114.375,2025,5,3,0.61
21.0,115.0,2025,5,3,0.57
21.0,115.625,2025,5,3,0.63
21.5,113.125,2025,5,3,2.43
21.5,113.75,2025,5,3,3.02
21.5,114.375,2025,5,3,3.23
21.5,115.0,2025,5,3,1.85
21.5,115.625,2025,5,3,1.45
22.0,113.125,2025,5,3,3.1
22.0,113.75,2025,5,3,3.2
22.0,114.375,2025,5,3,3.31
22.0,115.0,2025,5,3,2.64
22.0,115.625,2025,5,3,2.65
22.5,113.125,2025,5,3,2.61
22.5,113.75,2025,5,3,1.5
22.5,114.375,2025,5,3,2.89
22.5,115.0,2025,5,3,1.96
22.5,115.625,2025,5,3,1.86
23.0,113.125,2025,5,3,5.25
23.0,113.75,2025,5,3,5.23
23.0,114.375,2025,5,3,5.32
23.0,115.0,2025,5,3,0.94
23.0,115.625,2025,5,3,0.59
23.5,113.125,2025,5,3,15.62
23.5,113.75,2025,5,3,12.99
23.5,114.375,2025,5,3,8.31
23.5,115.0,2025,5,3,1.14
23.5,115.625,2025,5,3,0.43
21.0,113.125,2025,5,4,1.39
21.0,113.75,2025,5,4,1.43
21.0,114.375,2025,5,4,1.48
21.0,115.0,2025,5,4,1.06
21.0,115.625,2025,5,4,1.11
21.5,113.125,2025,5,4,2.74
21.5,113.75,2025,5,4,3.22
21.5,114.375,2025,5,4,3.46
21.5,115.0,2025,5,4,1.82
21.5,115.625,2025,5,4,1.28
22.0,113.125,2025,5,4,3.9
22.0,113.75,2025,5,4,4.95
22.0,114.375,2025,5,4,4.03
22.0,115.0,2025,5,4,2.02
22.0,115.625,2025,5,4,0.92
22.5,113.125,2025,5,4,7.03
22.5,113.75,2025,5,4,7.18
22.5,114.375,2025,5,4,4.81
22.5,115.0,2025,5,4,2.02
22.5,115.625,2025,5,4,1.14
23.0,113.125,2025,5,4,15.1
23.0,113.75,2025,5,4,16.71
23.0,114.375,2025,5,4,10.19
23.0,115.0,2025,5,4,6.06
23.0,115.625,2025,5,4,5.93
23.5,113.125,2025,5,4,25.67
23.5,113.75,2025,5,4,29.57
23.5,114.375,2025,5,4,21.94
23.5,115.0,2025,5,4,14.81
23.5,115.625,2025,5,4,14.67
21.0,113.125,2025,5,5,4.41
21.0,113.75,2025,5,5,4.07
21.0,114.375,2025,5,5,2.17
21.0,115.0,2025,5,5,1.47
21.0,115.625,2025,5,5,1.4
21.5,113.125,2025,5,5,5.45
21.5,113.75,2025,5,5,5.24
21.5,114.375,2025,5,5,3.33
21.5,115.0,2025,5,5,2.36
21.5,115.625,2025,5,5,2.38
22.0,113.125,2025,5,5,5.72
22.0,113.75,2025,5,5,5.97
22.0,114.375,2025,5,5,4.75
22.0,115.0,2025,5,5,3.25
22.0,115.625,2025,5,5,1.88
22.5,113.125,2025,5,5,6.02
22.5,113.75,2025,5,5,5.04
22.5,114.375,2025,5,5,5.04
22.5,115.0,2025,5,5,3.24
22.5,115.625,2025,5,5,2.97
23.0,113.125,2025,5,5,11.62
23.0,113.75,2025,5,5,12.24
23.0,114.375,2025,5,5,8.28
23.0,115.0,2025,5,5,2.38
23.0,115.625,2025,5,5,1.67
23.5,113.125,2025,5,5,20.16
23.5,113.75,2025,5,5,19.62
23.5,114.375,2025,5,5,10.89
23.5,115.0,2025,5,5,2.95
23.5,115.625,2025,5,5,2.37
21.0,113.125,2025,5,6,7.55
21.0,113.75,2025,5,6,7.41
21.0,114.375,2025,5,6,5.42
21.0,115.0,2025,5,6,2.45
21.0,115.625,2025,5,6,1.89
21.5,113.125,2025,5,6,8.03
21.5,113.75,2025,5,6,7.58
21.5,114.375,2025,5,6,6.29
21.5,115.0,2025,5,6,3.6
21.5,115.625,2025,5,6,2.47
22.0,113.125,2025,5,6,9.32
22.0,113.75,2025,5,6,8.63
22.0,114.375,2025,5,6,7.59
22.0,115.0,2025,5,6,4.42
22.0,115.625,2025,5,6,2.65
22.5,113.125,2025,5,6,13.72
22.5,113.75,2025,5,6,12.89
22.5,114.375,2025,5,6,8.9
22.5,115.0,2025,5,6,5.11
22.5,115.625,2025,5,6,3.73
23.0,113.125,2025,5,6,20.86
23.0,113.75,2025,5,6,20.23
23.0,114.375,2025,5,6,11.5
23.0,115.0,2025,5,6,9.85
23.0,115.625,2025,5,6,9.26
23.5,113.125,2025,5,6,15.43
23.5,113.75,2025,5,6,13.66
23.5,114.375,2025,5,6,13.12
23.5,115.0,2025,5,6,13.7
23.5,115.625,2025,5,6,13.24
21.0,113.125,2025,5,7,11.2
21.0,113.75,2025,5,7,11.84
21.0,114.375,2025,5,7,9.15
21.0,115.0,2025,5,7,4.32
21.0,115.625,2025,5,7,3.21
