-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M
21.5,113.125,2025,3,11,91.68
21.5,113.75,2025,3,11,92.39
21.5,114.375,2025,3,11,91.76
21.5,115.0,2025,3,11,89.44
21.5,115.625,2025,3,11,89.39
22.0,113.125,2025,3,11,83.26
22.0,113.75,2025,3,11,90.85
22.0,114.375,2025,3,11,88.7
22.0,115.0,2025,3,11,88.3
22.0,115.625,2025,3,11,87.81
22.5,113.125,2025,3,11,72.07
22.5,113.75,2025,3,11,81.37
22.5,114.375,2025,3,11,78.56
22.5,115.0,2025,3,11,84.91
22.5,115.625,2025,3,11,85.91
23.0,113.125,2025,3,11,66.95
23.0,113.75,2025,3,11,68.44
23.0,114.375,2025,3,11,70.39
23.0,115.0,2025,3,11,71.56
23.0,115.625,2025,3,11,73.82
23.5,113.125,2025,3,11,68.29
23.5,113.75,2025,3,11,68.55
23.5,114.375,2025,3,11,69.44
23.5,115.0,2025,3,11,69.9
23.5,115.625,2025,3,11,72.35
21.0,113.125,2025,3,12,96.55
21.0,113.75,2025,3,12,94.87
21.0,114.375,2025,3,12,94.17
21.0,115.0,2025,3,12,92.15
21.0,115.625,2025,3,12,92.98
21.5,113.125,2025,3,12,95.81
21.5,113.75,2025,3,12,96.36
21.5,114.375,2025,3,12,96.21
21.5,115.0,2025,3,12,94.46
21.5,115.625,2025,3,12,94.07
22.0,113.125,2025,3,12,87.79
22.0,113.75,2025,3,12,94.85
22.0,114.375,2025,3,12,93.75
22.0,115.0,2025,3,12,94.35
22.0,115.625,2025,3,12,94.09
22.5,113.125,2025,3,12,77.52
22.5,113.75,2025,3,12,84.83
22.5,114.375,2025,3,12,82.89
22.5,115.0,2025,3,12,90.39
22.5,115.625,2025,3,12,92.72
23.0,113.125,2025,3,12,71.66
23.0,113.75,2025,3,12,71.9
23.0,114.375,2025,3,12,73.16
23.0,115.0,2025,3,12,77.51
23.0,115.625,2025,3,12,80.57
23.5,113.125,2025,3,12,70.18
23.5,113.75,2025,3,12,70.67
23.5,114.375,2025,3,12,71.52
23.5,115.0,2025,3,12,73.67
23.5,115.625,2025,3,12,76.45
21.0,113.125,2025,3,13,96.52
21.0,113.75,2025,3,13,94.67
21.0,114.375,2025,3,13,94.36
21.0,115.0,2025,3,13,94.77
21.0,115.625,2025,3,13,94.6
21.5,113.125,2025,3,13,95.81
21.5,113.75,2025,3,13,97.04
21.5,114.375,2025,3,13,97.52
21.5,115.0,2025,3,13,96.53
21.5,115.625,2025,3,13,96.19
22.0,113.125,2025,3,13,85.76
22.0,113.75,2025,3,13,93.8
22.0,114.375,2025,3,13,94.43
22.0,115.0,2025,3,13,96.53
22.0,115.625,2025,3,13,96.39
22.5,113.125,2025,3,13,74.3
22.5,113.75,2025,3,13,83.77
22.5,114.375,2025,3,13,80.82
22.5,115.0,2025,3,13,89.21
22.5,115.625,2025,3,13,93.17
23.0,113.125,2025,3,13,70.38
23.0,113.75,2025,3,13,71.59
23.0,114.375,2025,3,13,72.56
23.0,115.0,2025,3,13,75.47
23.0,115.625,2025,3,13,78.26
23.5,113.125,2025,3,13,71.73
23.5,113.75,2025,3,13,72.47
23.5,114.375,2025,3,13,73.35
23.5,115.0,2025,3,13,75.16
23.5,115.625,2025,3,13,76.33
21.0,113.125,2025,3,14,97.88
21.0,113.75,2025,3,14,97.11
21.0,114.375,2025,3,14,96.95
21.0,115.0,2025,3,14,95.4
21.0,115.625,2025,3,14,94.54
21.5,113.125,2025,3,14,97.07
21.5,113.75,2025,3,14,98.3
21.5,114.375,2025,3,14,97.69
21.5,115.0,2025,3,14,96.11
21.5,115.625,2025,3,14,94.95
22.0,113.125,2025,3,14,87.26
22.0,113.75,2025,3,14,96.0
22.0,114.375,2025,3,14,95.76
22.0,115.0,2025,3,14,95.87
22.0,115.625,2025,3,14,94.9
22.5,113.125,2025,3,14,76.11
22.5,113.75,2025,3,14,86.99
22.5,114.375,2025,3,14,84.7
22.5,115.0,2025,3,14,91.95
22.5,115.625,2025,3,14,91.85
23.0,113.125,2025,3,14,70.78
23.0,113.75,2025,3,14,74.84
23.0,114.375,2025,3,14,76.48
23.0,115.0,2025,3,14,79.03
23.0,115.625,2025,3,14,81.96
23.5,113.125,2025,3,14,71.31
23.5,113.75,2025,3,14,74.22
23.5,114.375,2025,3,14,74.9
23.5,115.0,2025,3,14,76.85
23.5,115.625,2025,3,14,78.04
21.0,113.125,2025,3,15,95.55
21.0,113.75,2025,3,15,95.04
21.0,114.375,2025,3,15,94.21
21.0,115.0,2025,3,15,93.1
21.0,115.625,2025,3,15,92.7
21.5,113.125,2025,3,15,93.24
21.5,113.75,2025,3,15,95.5
21.5,114.375,2025,3,15,95.49
21.5,115.0,2025,3,15,94.23
21.5,115.625,2025,3,15,93.59
22.0,113.125,2025,3,15,84.05
22.0,113.75,2025,3,15,91.18
22.0,114.375,2025,3,15,92.36
22.0,115.0,2025,3,15,93.49
22.0,115.625,2025,3,15,92.61
22.5,113.125,2025,3,15,77.1
22.5,113.75,2025,3,15,82.86
22.5,114.375,2025,3,15,81.04
22.5,115.0,2025,3,15,85.17
22.5,115.625,2025,3,15,89.7
23.0,113.125,2025,3,15,76.11
23.0,113.75,2025,3,15,75.71
23.0,114.375,2025,3,15,76.35
23.0,115.0,2025,3,15,77.45
23.0,115.625,2025,3,15,77.11
23.5,113.125,2025,3,15,75.21
23.5,113.75,2025,3,15,77.43
23.5,114.375,2025,3,15,78.18
23.5,115.0,2025,3,15,78.96
23.5,115.625,2025,3,15,79.61
21.0,113.125,2025,3,16,72.33
21.0,113.75,2025,3,16,73.23
21.0,114.375,2025,3,16,74.85
21.0,115.0,2025,3,16,78.01
21.0,115.625,2025,3,16,80.86
21.5,113.125,2025,3,16,69.25
21.5,113.75,2025,3,16,70.52
21.5,114.375,2025,3,16,71.85
21.5,115.0,2025,3,16,74.56
21.5,115.625,2025,3,16,79.07
22.0,113.125,2025,3,16,63.23
22.0,113.75,2025,3,16,67.39
22.0,114.375,2025,3,16,68.68
22.0,115.0,2025,3,16,70.94
22.0,115.625,2025,3,16,75.43
22.5,113.125,2025,3,16,57.86
22.5,113.75,2025,3,16,62.35
22.5,114.375,2025,3,16,62.51
22.5,115.0,2025,3,16,66.77
22.5,115.625,2025,3,16,70.32
23.0,113.125,2025,3,16,56.51
23.0,113.75,2025,3,16,55.77
23.0,114.375,2025,3,16,59.22
23.0,115.0,2025,3,16,60.9
23.0,115.625,2025,3,16,62.17
23.5,113.125,2025,3,16,59.06
23.5,113.75,2025,3,16,57.77
23.5,114.375,2025,3,16,61.82
23.5,115.0,2025,3,16,64.04
23.5,115.625,2025,3,16,63.57
21.0,113.125,2025,3,17,73.59
21.0,113.75,2025,3,17,74.59
21.0,114.375,2025,3,17,76.0
21.0,115.0,2025,3,17,76.62
21.0,115.625,2025,3,17,76.86
21.5,113.125,2025,3,17,69.73
21.5,113.75,2025,3,17,71.46
21.5,114.375,2025,3,17,73.47
21.5,115.0,2025,3,17,74.63
21.5,115.625,2025,3,17,75.89
22.0,113.125,2025,3,17,62.12
22.0,113.75,2025,3,17,65.17
22.0,114.375,2025,3,17,67.44
22.0,115.0,2025,3,17,70.43
22.0,115.625,2025,3,17,73.98
22.5,113.125,2025,3,17,55.76
22.5,113.75,2025,3,17,56.97
22.5,114.375,2025,3,17,59.47
22.5,115.0,2025,3,17,62.51
22.5,115.625,2025,3,17,68.32
23.0,113.125,2025,3,17,52.82
23.0,113.75,2025,3,17,53.85
23.0,114.375,2025,3,17,56.3
23.0,115.0,2025,3,17,58.71
23.0,115.625,2025,3,17,59.86
23.5,113.125,2025,3,17,55.6
23.5,113.75,2025,3,17,55.01
23.5,114.375,2025,3,17,57.66
23.5,115.0,2025,3,17,60.09
23.5,115.625,2025,3,17,61.01
21.0,113.125,2025,3,18,69.13
21.0,113.75,2025,3,18,69.96
21.0,114.375,2025,3,18,71.61
21.0,115.0,2025,3,18,72.88
21.0,115.625,2025,3,18,73.64
21.5,113.125,2025,3,18,65.16
21.5,113.75,2025,3,18,65.65
21.5,114.375,2025,3,18,67.76
21.5,115.0,2025,3,18,70.56
21.5,115.625,2025,3,18,72.86
22.0,113.125,2025,3,18,60.74
22.0,113.75,2025,3,18,62.09
22.0,114.375,2025,3,18,61.96
22.0,115.0,2025,3,18,65.94
22.0,115.625,2025,3,18,70.95
22.5,113.125,2025,3,18,56.27
22.5,113.75,2025,3,18,57.2
22.5,114.375,2025,3,18,55.7
22.5,115.0,2025,3,18,59.69
22.5,115.625,2025,3,18,65.45
23.0,113.125,2025,3,18,55.16
23.0,113.75,2025,3,18,52.95
23.0,114.375,2025,3,18,53.51
23.0,115.0,2025,3,18,54.83
23.0,115.625,2025,3,18,57.93
23.5,113.125,2025,3,18,57.79
23.5,113.75,2025,3,18,55.89
23.5,114.375,2025,3,18,56.27
23.5,115.0,2025,3,18,58.65
23.5,115.625,2025,3,18,58.93
21.0,113.125,2025,3,19,65.1
21.0,113.75,2025,3,19,67.63
21.0,114.375,2025,3,19,68.87
21.0,115.0,2025,3,19,68.26
21.0,115.625,2025,3,19,68.77
21.5,113.125,2025,3,19,60.85
21.5,113.75,2025,3,19,62.38
21.5,114.375,2025,3,19,65.39
21.5,115.0,2025,3,19,66.44
21.5,115.625,2025,3,19,67.52
22.0,113.125,2025,3,19,57.33
22.0,113.75,2025,3,19,58.8
22.0,114.375,2025,3,19,60.56
22.0,115.0,2025,3,19,63.18
22.0,115.625,2025,3,19,66.04
22.5,113.125,2025,3,19,48.89
22.5,113.75,2025,3,19,52.59
22.5,114.375,2025,3,19,55.73
22.5,115.0,2025,3,19,59.79
22.5,115.625,2025,3,19,62.65
23.0,113.125,2025,3,19,47.48
23.0,113.75,2025,3,19,47.8
23.0,114.375,2025,3,19,51.49
23.0,115.0,2025,3,19,53.55
23.0,115.625,2025,3,19,58.79
23.5,113.125,2025,3,19,50.89
23.5,113.75,2025,3,19,49.76
23.5,114.375,2025,3,19,53.92
23.5,115.0,2025,3,19,57.39
23.5,115.625,2025,3,19,57.91
21.0,113.125,2025,3,20,67.08
21.0,113.75,2025,3,20,68.66
21.0,114.375,2025,3,20,70.06
21.0,115.0,2025,3,20,71.17
21.0,115.625,2025,3,20,72.06
21.5,113.125,2025,3,20,65.99
21.5,113.75,2025,3,20,68.27
21.5,114.375,2025,3,20,69.12
21.5,115.0,2025,3,20,70.58
21.5,115.625,2025,3,20,72.51
22.0,113.125,2025,3,20,60.61
22.0,113.75,2025,3,20,67.12
22.0,114.375,2025,3,20,67.28
22.0,115.0,2025,3,20,70.07
22.0,115.625,2025,3,20,72.59
22.5,113.125,2025,3,20,50.72
22.5,113.75,2025,3,20,57.09
22.5,114.375,2025,3,20,60.45
22.5,115.0,2025,3,20,67.65
22.5,115.625,2025,3,20,71.99
23.0,113.125,2025,3,20,47.46
23.0,113.75,2025,3,20,47.67
23.0,114.375,2025,3,20,53.01
23.0,115.0,2025,3,20,59.39
23.0,115.625,2025,3,20,65.74
23.5,113.125,2025,3,20,49.42
23.5,113.75,2025,3,20,47.96
23.5,114.375,2025,3,20,52.43
23.5,115.0,2025,3,20,55.99
23.5,115.625,2025,3,20,59.88
21.0,113.125,2025,3,21,66.47
21.0,113.75,2025,3,21,68.29
21.0,114.375,2025,3,21,69.6
21.0,115.0,2025,3,21,69.83
21.0,115.625,2025,3,21,69.64
21.5,113.125,2025,3,21,67.22
21.5,113.75,2025,3,21,67.77
21.5,114.375,2025,3,21,68.56
21.5,115.0,2025,3,21,69.32
21.5,115.625,2025,3,21,69.87
22.0,113.125,2025,3,21,63.5
22.0,113.75,2025,3,21,68.97
22.0,114.375,2025,3,21,66.59
22.0,115.0,2025,3,21,67.61
22.0,115.625,2025,3,21,69.22
22.5,113.125,2025,3,21,54.48
22.5,113.75,2025,3,21,59.33
22.5,114.375,2025,3,21,58.87
22.5,115.0,2025,3,21,63.96
22.5,115.625,2025,3,21,67.58
23.0,113.125,2025,3,21,47.0
23.0,113.75,2025,3,21,48.35
23.0,114.375,2025,3,21,50.96
23.0,115.0,2025,3,21,54.97
23.0,115.625,2025,3,21,60.32
23.5,113.125,2025,3,21,45.86
23.5,113.75,2025,3,21,44.28
23.5,114.375,2025,3,21,48.31
23.5,115.0,2025,3,21,49.93
23.5,115.625,2025,3,21,54.51
21.0,113.125,2025,3,22,70.9
21.0,113.75,2025,3,22,68.77
21.0,114.375,2025,3,22,68.59
21.0,115.0,2025,3,22,68.28
21.0,115.625,2025,3,22,69.8
21.5,113.125,2025,3,22,71.89
21.5,113.75,2025,3,22,69.79
21.5,114.375,2025,3,22,66.37
21.5,115.0,2025,3,22,64.12
21.5,115.625,2025,3,22,64.4
22.0,113.125,2025,3,22,64.83
22.0,113.75,2025,3,22,73.0
22.0,114.375,2025,3,22,64.77
22.0,115.0,2025,3,22,60.37
22.0,115.625,2025,3,22,60.0
22.5,113.125,2025,3,22,56.22
22.5,113.75,2025,3,22,59.73
22.5,114.375,2025,3,22,57.51
22.5,115.0,2025,3,22,59.37
22.5,115.625,2025,3,22,61.3
23.0,113.125,2025,3,22,52.93
23.0,113.75,2025,3,22,53.3
23.0,114.375,2025,3,22,51.95
23.0,115.0,2025,3,22,52.92
23.0,115.625,2025,3,22,53.41
23.5,113.125,2025,3,22,50.32
23.5,113.75,2025,3,22,47.31
23.5,114.375,2025,3,22,46.0
23.5,115.0,2025,3,22,47.02
23.5,115.625,2025,3,22,46.69
21.0,113.125,2025,3,23,65.69
21.0,113.75,2025,3,23,64.62
21.0,114.375,2025,3,23,65.85
21.0,115.0,2025,3,23,67.86
21.0,115.625,2025,3,23,70.85
21.5,113.125,2025,3,23,68.8
21.5,113.75,2025,3,23,67.56
21.5,114.375,2025,3,23,64.36
21.5,115.0,2025,3,23,62.62
21.5,115.625,2025,3,23,64.69
22.0,113.125,2025,3,23,64.39
22.0,113.75,2025,3,23,71.67
22.0,114.375,2025,3,23,65.79
22.0,115.0,2025,3,23,59.62
22.0,115.625,2025,3,23,59.86
22.5,113.125,2025,3,23,57.47
22.5,113.75,2025,3,23,62.81
22.5,114.375,2025,3,23,57.27
22.5,115.0,2025,3,23,59.7
22.5,115.625,2025,3,23,62.5
23.0,113.125,2025,3,23,54.5
23.0,113.75,2025,3,23,57.12
23.0,114.375,2025,3,23,52.06
23.0,115.0,2025,3,23,52.13
23.0,115.625,2025,3,23,52.62
23.5,113.125,2025,3,23,50.85
23.5,113.75,2025,3,23,50.08
23.5,114.375,2025,3,23,48.61
23.5,115.0,2025,3,23,50.0
23.5,115.625,2025,3,23,50.47
21.0,113.125,2025,3,24,63.6
21.0,113.75,2025,3,24,59.71
21.0,114.375,2025,3,24,63.1
21.0,115.0,2025,3,24,68.09
21.0,115.625,2025,3,24,74.26
21.5,113.125,2025,3,24,70.56
21.5,113.75,2025,3,24,72.76
21.5,114.375,2025,3,24,67.55
21.5,115.0,2025,3,24,67.42
21.5,115.625,2025,3,24,70.95
22.0,113.125,2025,3,24,64.42
22.0,113.75,2025,3,24,74.17
22.0,114.375,2025,3,24,74.99
22.0,115.0,2025,3,24,72.31
22.0,115.625,2025,3,24,70.67
22.5,113.125,2025,3,24,56.63
22.5,113.75,2025,3,24,65.59
22.5,114.375,2025,3,24,66.69
22.5,115.0,2025,3,24,73.12
22.5,115.625,2025,3,24,75.34
23.0,113.125,2025,3,24,56.61
23.0,113.75,2025,3,24,58.73
23.0,114.375,2025,3,24,59.36
23.0,115.0,2025,3,24,62.82
23.0,115.625,2025,3,24,63.38
23.5,113.125,2025,3,24,59.32
23.5,113.75,2025,3,24,58.45
23.5,114.375,2025,3,24,59.32
23.5,115.0,2025,3,24,60.83
23.5,115.625,2025,3,24,61.86
21.0,113.125,2025,3,25,72.4
21.0,113.75,2025,3,25,68.67
21.0,114.375,2025,3,25,66.77
21.0,115.0,2025,3,25,71.88
21.0,115.625,2025,3,25,78.06
21.5,113.125,2025,3,25,79.18
21.5,113.75,2025,3,25,77.33
21.5,114.375,2025,3,25,73.17
21.5,115.0,2025,3,25,71.45
21.5,115.625,2025,3,25,74.48
22.0,113.125,2025,3,25,73.16
22.0,113.75,2025,3,25,81.43
22.0,114.375,2025,3,25,78.76
22.0,115.0,2025,3,25,75.68
22.0,115.625,2025,3,25,72.92
22.5,113.125,2025,3,25,62.8
22.5,113.75,2025,3,25,73.5
22.5,114.375,2025,3,25,69.1
22.5,115.0,2025,3,25,75.87
22.5,115.625,2025,3,25,77.82
23.0,113.125,2025,3,25,60.32
23.0,113.75,2025,3,25,62.87
23.0,114.375,2025,3,25,61.38
23.0,115.0,2025,3,25,63.61
23.0,115.625,2025,3,25,66.04
23.5,113.125,2025,3,25,62.82
23.5,113.75,2025,3,25,61.6
23.5,114.375,2025,3,25,61.22
23.5,115.0,2025,3,25,61.9
23.5,115.625,2025,3,25,61.59
21.0,113.125,2025,3,26,85.1
21.0,113.75,2025,3,26,83.67
21.0,114.375,2025,3,26,83.05
21.0,115.0,2025,3,26,83.69
21.0,115.625,2025,3,26,84.4
21.5,113.125,2025,3,26,88.04
21.5,113.75,2025,3,26,86.87
21.5,114.375,2025,3,26,85.89
21.5,115.0,2025,3,26,84.56
21.5,115.625,2025,3,26,84.33
22.0,113.125,2025,3,26,83.01
22.0,113.75,2025,3,26,88.26
22.0,114.375,2025,3,26,88.46
22.0,115.0,2025,3,26,87.41
22.0,115.625,2025,3,26,85.14
22.5,113.125,2025,3,26,73.23
22.5,113.75,2025,3,26,84.15
22.5,114.375,2025,3,26,81.17
22.5,115.0,2025,3,26,87.29
22.5,115.625,2025,3,26,87.72
23.0,113.125,2025,3,26,67.28
23.0,113.75,2025,3,26,72.55
23.0,114.375,2025,3,26,72.27
23.0,115.0,2025,3,26,75.35
23.0,115.625,2025,3,26,75.85
23.5,113.125,2025,3,26,66.95
23.5,113.75,2025,3,26,70.95
23.5,114.375,2025,3,26,69.32
23.5,115.0,2025,3,26,68.62
23.5,115.625,2025,3,26,68.46
21.0,113.125,2025,3,27,91.27
21.0,113.75,2025,3,27,90.77
21.0,114.375,2025,3,27,90.18
21.0,115.0,2025,3,27,89.21
21.0,115.625,2025,3,27,88.6
21.5,113.125,2025,3,27,91.14
21.5,113.75,2025,3,27,91.75
21.5,114.375,2025,3,27,90.52
21.5,115.0,2025,3,27,89.74
21.5,115.625,2025,3,27,88.5
22.0,113.125,2025,3,27,85.27
22.0,113.75,2025,3,27,90.63
22.0,114.375,2025,3,27,90.46
22.0,115.0,2025,3,27,90.18
22.0,115.625,2025,3,27,88.93
22.5,113.125,2025,3,27,75.85
22.5,113.75,2025,3,27,85.01
22.5,114.375,2025,3,27,82.77
22.5,115.0,2025,3,27,87.27
22.5,115.625,2025,3,27,88.27
23.0,113.125,2025,3,27,70.2
23.0,113.75,2025,3,27,73.34
23.0,114.375,2025,3,27,75.56
23.0,115.0,2025,3,27,78.92
23.0,115.625,2025,3,27,80.27
23.5,113.125,2025,3,27,70.05
23.5,113.75,2025,3,27,72.88
23.5,114.375,2025,3,27,73.73
23.5,115.0,2025,3,27,73.89
23.5,115.625,2025,3,27,74.96
21.0,113.125,2025,3,28,97.86
21.0,113.75,2025,3,28,96.2
21.0,114.375,2025,3,28,95.26
21.0,115.0,2025,3,28,93.88
21.0,115.625,2025,3,28,94.47
21.5,113.125,2025,3,28,96.92
21.5,113.75,2025,3,28,97.78
21.5,114.375,2025,3,28,96.49
21.5,115.0,2025,3,28,95.13
21.5,115.625,2025,3,28,94.81
22.0,113.125,2025,3,28,87.5
22.0,113.75,2025,3,28,94.55
22.0,114.375,2025,3,28,94.81
22.0,115.0,2025,3,28,95.86
22.0,115.625,2025,3,28,95.63
22.5,113.125,2025,3,28,76.65
22.5,113.75,2025,3,28,83.91
22.5,114.375,2025,3,28,81.78
22.5,115.0,2025,3,28,88.06
22.5,115.625,2025,3,28,92.48
23.0,113.125,2025,3,28,72.74
23.0,113.75,2025,3,28,73.05
23.0,114.375,2025,3,28,73.59
23.0,115.0,2025,3,28,75.86
23.0,115.625,2025,3,28,80.32
23.5,113.125,2025,3,28,70.84
23.5,113.75,2025,3,28,71.95
23.5,114.375,2025,3,28,70.92
23.5,115.0,2025,3,28,72.13
23.5,115.625,2025,3,28,75.24
21.0,113.125,2025,3,29,89.73
21.0,113.75,2025,3,29,89.3
21.0,114.375,2025,3,29,87.46
21.0,115.0,2025,3,29,86.06
21.0,115.625,2025,3,29,85.63
21.5,113.125,2025,3,29,86.84
21.5,113.75,2025,3,29,87.98
21.5,114.375,2025,3,29,86.69
21.5,115.0,2025,3,29,85.17
21.5,115.625,2025,3,29,84.88
22.0,113.125,2025,3,29,79.59
22.0,113.75,2025,3,29,83.56
22.0,114.375,2025,3,29,82.91
22.0,115.0,2025,3,29,83.43
22.0,115.625,2025,3,29,83.74
22.5,113.125,2025,3,29,72.71
22.5,113.75,2025,3,29,76.64
22.5,114.375,2025,3,29,74.64
22.5,115.0,2025,3,29,77.15
22.5,115.625,2025,3,29,80.2
23.0,113.125,2025,3,29,70.93
23.0,113.75,2025,3,29,69.7
23.0,114.375,2025,3,29,71.27
23.0,115.0,2025,3,29,69.95
23.0,115.625,2025,3,29,71.4
23.5,113.125,2025,3,29,73.72
23.5,113.75,2025,3,29,72.6
23.5,114.375,2025,3,29,73.75
23.5,115.0,2025,3,29,74.09
23.5,115.625,2025,3,29,75.34
21.0,113.125,2025,3,30,87.9
21.0,113.75,2025,3,30,87.8
21.0,114.375,2025,3,30,86.98
21.0,115.0,2025,3,30,86.61
21.0,115.625,2025,3,30,86.67
21.5,113.125,2025,3,30,86.16
21.5,113.75,2025,3,30,87.15
21.5,114.375,2025,3,30,86.55
21.5,115.0,2025,3,30,86.34
21.5,115.625,2025,3,30,86.78
22.0,113.125,2025,3,30,79.82
22.0,113.75,2025,3,30,84.68
22.0,114.375,2025,3,30,83.95
22.0,115.0,2025,3,30,84.81
22.0,115.625,2025,3,30,85.99
22.5,113.125,2025,3,30,72.32
22.5,113.75,2025,3,30,78.7
22.5,114.375,2025,3,30,76.88
22.5,115.0,2025,3,30,79.76
22.5,115.625,2025,3,30,82.26
23.0,113.125,2025,3,30,70.72
23.0,113.75,2025,3,30,69.99
23.0,114.375,2025,3,30,73.74
23.0,115.0,2025,3,30,74.64
23.0,115.625,2025,3,30,74.15
23.5,113.125,2025,3,30,72.5
23.5,113.75,2025,3,30,73.37
23.5,114.375,2025,3,30,76.27
23.5,115.0,2025,3,30,78.5
23.5,115.625,2025,3,30,79.11
21.0,113.125,2025,3,31,86.86
21.0,113.75,2025,3,31,87.67
21.0,114.375,2025,3,31,86.74
21.0,115.0,2025,3,31,86.14
21.0,115.625,2025,3,31,86.22
21.5,113.125,2025,3,31,85.39
21.5,113.75,2025,3,31,87.39
21.5,114.375,2025,3,31,86.76
21.5,115.0,2025,3,31,86.09
21.5,115.625,2025,3,31,86.32
22.0,113.125,2025,3,31,79.89
22.0,113.75,2025,3,31,85.88
22.0,114.375,2025,3,31,84.81
22.0,115.0,2025,3,31,84.97
22.0,115.625,2025,3,31,85.7
22.5,113.125,2025,3,31,72.76
22.5,113.75,2025,3,31,80.87
22.5,114.375,2025,3,31,78.85
22.5,115.0,2025,3,31,80.69
22.5,115.625,2025,3,31,82.05
23.0,113.125,2025,3,31,70.75
23.0,113.75,2025,3,31,72.35
23.0,114.375,2025,3,31,76.32
23.0,115.0,2025,3,31,77.24
23.0,115.625,2025,3,31,75.42
23.5,113.125,2025,3,31,71.92
23.5,113.75,2025,3,31,75.28
23.5,114.375,2025,3,31,78.22
23.5,115.0,2025,3,31,80.54
23.5,115.625,2025,3,31,81.44
21.0,113.125,2025,4,1,81.27
21.0,113.75,2025,4,1,82.87
21.0,114.375,2025,4,1,83.89
21.0,115.0,2025,4,1,84.44
21.0,115.625,2025,4,1,84.29
21.5,113.125,2025,4,1,76.37
21.5,113.75,2025,4,1,79.91
21.5,114.375,2025,4,1,81.14
21.5,115.0,2025,4,1,83.1
21.5,115.625,2025,4,1,83.84
22.0,113.125,2025,4,1,68.76
22.0,113.75,2025,4,1,74.08
22.0,114.375,2025,4,1,74.73
22.0,115.0,2025,4,1,78.62
22.0,115.625,2025,4,1,82.53
22.5,113.125,2025,4,1,62.71
22.5,113.75,2025,4,1,67.65
22.5,114.375,2025,4,1,67.28
22.5,115.0,2025,4,1,70.38
22.5,115.625,2025,4,1,75.73
23.0,113.125,2025,4,1,61.05
23.0,113.75,2025,4,1,61.22
23.0,114.375,2025,4,1,64.6
23.0,115.0,2025,4,1,66.01
23.0,115.625,2025,4,1,66.67
23.5,113.125,2025,4,1,62.91
23.5,113.75,2025,4,1,63.59
23.5,114.375,2025,4,1,66.29
23.5,115.0,2025,4,1,68.82
23.5,115.625,2025,4,1,70.42
21.0,113.125,2025,4,2,73.28
21.0,113.75,2025,4,2,76.55
21.0,114.375,2025,4,2,78.92
21.0,115.0,2025,4,2,78.81
21.0,115.625,2025,4,2,78.51
21.5,113.125,2025,4,2,68.76
21.5,113.75,2025,4,2,73.02
21.5,114.375,2025,4,2,75.85
21.5,115.0,2025,4,2,77.23
21.5,115.625,2025,4,2,77.31
22.0,113.125,2025,4,2,62.39
22.0,113.75,2025,4,2,68.11
22.0,114.375,2025,4,2,71.19
22.0,115.0,2025,4,2,74.37
22.0,115.625,2025,4,2,76.03
22.5,113.125,2025,4,2,57.53
22.5,113.75,2025,4,2,62.31
22.5,114.375,2025,4,2,64.12
22.5,115.0,2025,4,2,68.53
22.5,115.625,2025,4,2,71.68
23.0,113.125,2025,4,2,55.03
23.0,113.75,2025,4,2,54.76
23.0,114.375,2025,4,2,59.99
23.0,115.0,2025,4,2,63.06
23.0,115.625,2025,4,2,64.81
23.5,113.125,2025,4,2,56.85
23.5,113.75,2025,4,2,57.08
23.5,114.375,2025,4,2,60.87
23.5,115.0,2025,4,2,63.55
23.5,115.625,2025,4,2,65.86
21.0,113.125,2025,4,3,69.27
21.0,113.75,2025,4,3,69.33
21.0,114.375,2025,4,3,68.14
21.0,115.0,2025,4,3,65.91
21.0,115.625,2025,4,3,65.44
21.5,113.125,2025,4,3,66.68
21.5,113.75,2025,4,3,67.08
21.5,114.375,2025,4,3,66.93
21.5,115.0,2025,4,3,65.24
21.5,115.625,2025,4,3,64.0
22.0,113.125,2025,4,3,60.98
22.0,113.75,2025,4,3,65.32
22.0,114.375,2025,4,3,64.55
22.0,115.0,2025,4,3,64.37
22.0,115.625,2025,4,3,63.64
22.5,113.125,2025,4,3,55.24
22.5,113.75,2025,4,3,60.23
22.5,114.375,2025,4,3,58.79
22.5,115.0,2025,4,3,62.74
22.5,115.625,2025,4,3,62.01
23.0,113.125,2025,4,3,50.98
23.0,113.75,2025,4,3,53.57
23.0,114.375,2025,4,3,54.32
23.0,115.0,2025,4,3,56.61
23.0,115.625,2025,4,3,57.02
23.5,113.125,2025,4,3,50.73
23.5,113.75,2025,4,3,50.41
23.5,114.375,2025,4,3,52.76
23.5,115.0,2025,4,3,55.2
23.5,115.625,2025,4,3,58.02
21.0,113.125,2025,4,4,80.1
21.0,113.75,2025,4,4,80.79
21.0,114.375,2025,4,4,82.82
21.0,115.0,2025,4,4,84.49
21.0,115.625,2025,4,4,84.51
21.5,113.125,2025,4,4,79.49
21.5,113.75,2025,4,4,81.82
21.5,114.375,2025,4,4,82.16
21.5,115.0,2025,4,4,83.17
21.5,115.625,2025,4,4,83.76
